Acc No,Title,Author,Publication,Language,Subject,Rack,Condition,Status,Acc/Rcvd Date,Register,Register SN,Comments,Corrections
66415,Prose And Poetry Selections In Sanskrit For Degree Classes,Ed. Members Of Board Of Studies In Sanskrit Madura College,,,O,R16,G,O,,MAIN - Vol 1,1265,,
66568,Vishvabhanu (Universal Light),P K Narayana Pillai,,,P,R-0-Z,NA,O,,MAIN,,,
66599,Vedanta Sara,Ramanuja,,,C6,R4,G,O,,MAIN - Vol 1,1267,,
66600,Rasarnava Sudhakara,Simhabhupala,,,J,"R11, R12",G,O,,MAIN - Vol 1,1269,,
66601,The Science of Criticism In India,A K Warder,,,R,"R6, R16",G,O,,MAIN - Vol 1,1270,,
66602,Jivanmuktiviveka,Vidyaranya,,,C6,R4,G,O,,MAIN - Vol 1,1271,,
66646,Srimad Bhagavatam Vol I,Tapasyananda Swami (Td),"Sri Ramakrishna Math, Chennai",,E,R9,NA,M,,MAIN - Vol 1,2332,,
66647,Swami Vivekananda,V K R V Rao,,,N,R19,G,O,,MAIN - Vol 1,1272,,
66696,Tarka Sangraha,Virupakshananda,,,C2,R2,G,O,,MAIN - Vol 1,1276,,
66697,Vagvajra,Sripadaraja,,,B6,R3,G,O,,MAIN - Vol 1,1347,,
66756,Prataparudriya,Vidyanatha,,,J,"R11, R12",G,O,,MAIN - Vol 1,1277,,
66757,Prataparudriya,Vidyanatha,,,J,"R11, R12",D,O,,MAIN - Vol 1,1278,Cover found,
66758,Prataparudriya,Vidyanatha,,,J,"R11, R12",NA,M,,MAIN - Vol 1,1279,,
66759,Nilakanthavijaya Campu,Nilakanta Dikshita,,,H,R17,G,O,,MAIN - Vol 1,1286,,
66760,Nilakanthavijaya Campu,Nilakanta Dikshita,,,H,R17,G,O,,MAIN - Vol 1,1287,,
66761,Brahma Sutras And Their Principal Commentaries Vol I,B N K Sarma,,,C6,R4,G,O,,MAIN - Vol 1,1280,,
66762,Brahma Sutras And Their Principal Commentaries Vol II,B N K Sarma,,,C6,R4,G,O,,MAIN - Vol 1,1281,,
66763,Brahma Sutras And Their Principal Commentaries Vol III,B N K Sarma,,,C6,R4,G,O,,MAIN - Vol 1,1282,,
66764,Manusmriti Vol II,Manu,,,A5,R1,G,O,,MAIN - Vol 1,1283,,
66765,Comparative Philology,Smt. Kamalam Unni,,,L,R18,R,O,,MAIN - Vol 1,1284,,
66766,Comparative Philology,Smt. Kamalam Unni,,,L,R18,D,O,,MAIN - Vol 1,1285,,
66819,Mahaganapati Sahasranama Stotra And Commentary,V S V Guruswami Sastrigal,,,F2,R5,G,O,,MAIN - Vol 1,1293,,
66820,Granthamala Vol I,Sri Jagadguru,,,R,"R6, R16",NA,O,,MAIN - Vol 1,1294,,
66821,Granthamala Vol II,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1295,,
66822,Granthamala Vol III,Sri Jagadguru,,,R,"R6, R16",G,O,,MAIN - Vol 1,1296,,
66823,Granthamala Vol V,Sri Jagadguru,,,R,"R6, R16",G,O,,MAIN - Vol 1,1297,,
66824,Granthamala Vol VI,Sri Jagadguru,,,R,"R6, R16",G,O,,MAIN - Vol 1,1298,,
66825,Granthamala Vol VIII,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1299,,
66826,Granthamala Vol IX,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1300,,
66827,Granthamala Vol X,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1301,,
66828,Granthamala Vol XI,Sri Jagadguru,,,R,"R6, R16",NA,M,,MAIN - Vol 1,1302,,
66829,Granthamala Vol XII,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1303,,
66830,Granthamala Vol XIII,Sri Jagadguru,,,R,"R6, R16",G,O,,MAIN - Vol 1,1304,,
66831,Granthamala Vol XIV,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1305,,
66832,Granthamala Vol XV,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1306,,
66833,Granthamala Vol XVII,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1307,,
66834,Granthamala Vol XVIII,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1308,,
66835,Granthamala Vol XIX,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1309,,
66836,Granthamala Vol XX,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1310,,
66837,Granthamala Vol XXI,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1311,,
66838,Granthamala Vol XXII,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1312,,
66839,Granthamala Vol XXIII,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1313,,
66840,Granthamala Vol XXIV,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1314,,
66841,Granthamala Vol XXV,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1315,,
66842,Granthamala Vol XXVI,Sri Jagadguru,,,R,"R6, R16",D,O,,MAIN - Vol 1,1316,,
66843,Vivekachudamani,Sri Jagadguru,,,C6,R4,G,O,,MAIN - Vol 1,1317,,
66933,Asvalayana Grhya Sutra Bhashyam,Ed. K P Aithal,,,A5,R1,G,O,,MAIN - Vol 1,1319,,
66938,Linga Purana - A Study,N Gangadharan,,,E,R9,G,O,,MAIN - Vol 1,1318,,
66939,Navya Nyaya System of Logic,D C Guha,,,C2,R2,NA,M,,MAIN - Vol 1,1289,,
67143,The Garland of Letters,John Woodroffe,,,C8,R2,G,O,,MAIN - Vol 1,1320,,
67144,Concept of Guna And Riti In Sanskrit Poetics,P C Lahiri,,,J,"R11, R12",G,O,,MAIN - Vol 1,1321,,
67145,Visistadvaita And Its Developments,K C Varadachari,,,C6,R4,G,O,,MAIN - Vol 1,1322,,
67146,Sri Vacanabhusanam,Satyamurthi,,,C6,R4,D,O,,MAIN - Vol 1,1323,,
67147,Lectures On The Ramayana,V S Srinivasa Sastri,,,D3,R9,NA,O,,MAIN - Vol 1,1324,,
67148,Heritage of Vedic Culture,Satyavrata Siddhalankar,,,M,R18,G,O,,MAIN - Vol 1,1325,,
67149,Bhajagovindam,C Rajagopalachari,,,F2,R5,G,O,,MAIN - Vol 1,1326,,
67150,Madhva's Teachings In His Own Words,B N K Sarma,,,C6,R4,G,O,,MAIN - Vol 1,1327,,
67151,Serpent Power,John Woodroffe,,,C8,R2,G,O,,MAIN - Vol 1,1328,,
67152,Introduction To Tantra Sastra,John Woodroffe,,,C8,R2,G,O,,MAIN - Vol 1,1329,,
67153,Principles of Tantra Part I,John Woodroffe,,,C8,R2,G,O,,MAIN - Vol 1,1330,,
67154,Principles of Tantra Part II,John Woodroffe,,,C8,R2,G,O,,MAIN - Vol 1,1331,,
67155,Sankara - The Missionary,Central Chinmaya Mission Trust,,,M1,R19,NA,O,,MAIN - Vol 1,1332,,
67156,Narayaneeyam (TO),Ramavarma,,,F2,R5,G,O,,MAIN - Vol 1,1333,,
67157,Visnu And His Incarnations,Shakti M Gupta,,,E,R9,G,O,,MAIN - Vol 1,1334,,
67158,The Hymns of The Rgveda,R T H Griffith,,,A1,R1,G,O,,MAIN - Vol 1,1291,,
67159,The Hymns of The Rgveda (Text Only),R T H Griffith,,,A1,R1,G,O,,MAIN - Vol 1,1335,,
67230,Kalidasa's Meghasandesa,M Rangacharya,,,F2,R5,D,O,,MAIN - Vol 1,1342,,
67231,Contribution of Yamuna To Visistadvaita,M Narasimhachari,,,C6,R4,G,O,,MAIN - Vol 1,1343,,
67232,Agama Pramanya,J A B Van Buitenen,,,C8,R2,G,O,,MAIN - Vol 1,1344,,
67233,"Studies In Ramanuja - Papers Presented At First All India Seminar, Sriperumpudur 1979",,,,P,R-2-A,G,O,,MAIN,,,
67366,Naladiyar Sanskrit Translation,Sriramadesikan S N,,,M,R18,G,O,,MAIN - Vol 1,1336,,
67367,Tirukural (Sanskrit Translation),Sriramadesikan S N,,,M,R18,G,O,,MAIN - Vol 1,1337,,
67368,Tarka Sangraha Dipika Prakasika,Ed. N Veezhinathan,,,C2,R2,G,O,,MAIN - Vol 1,1338,,
67369,Tarka Sangraha Dipika Prakasika,Ed. N Veezhinathan,,,C2,R2,NA,M,,MAIN - Vol 1,1339,,
67370,Language of The Atharva Veda,Yajan Veer,,,A4,R1,G,O,,MAIN - Vol 1,1340,,
67371,Studies In Panini,H P Divedi,,,B6,R3,NA,M,,MAIN - Vol 1,1341,,
67638,Some Contirbutions of South India To Indian Culture,K Aiyanger,,,M,R18,G,O,,MAIN - Vol 1,1348,,
67716,Irumozhi Ilakkia Inbam,Sriramadesikan S N,,,M,R18,G,O,,MAIN - Vol 1,1371,,
67717,The Making of Vedanta,Mainkar T G,,,C6,R4,NA,M,,MAIN - Vol 1,1349,,
67718,Some Problems of Sanskrit Poetics,S K De,,,J,"R11, R12",G,O,,MAIN - Vol 1,1350,,
67773,Sruti Gita,Swami Gabhirananda,,,F2,R5,G,O,,MAIN - Vol 1,1351,,
67855,History of Dharma Sastra  Vol I  Part I,P V Kane,,,A5,R1,G,O,,MAIN - Vol 1,1352,,
67856,History of Dharma Sastra  Vol I  Part II,P V Kane,,,A5,R1,G,O,,MAIN - Vol 1,1353,,
67857,History of Dharma Sastra  Vol II  Part I,P V Kane,,,A5,R1,G,O,,MAIN - Vol 1,1354,,
67858,History of Dharma Sastra  Vol II  Part II,P V Kane,,,A5,R1,G,O,,MAIN - Vol 1,1355,,
67859,History of Dharma Sastra  Vol III,P V Kane,,,A5,R1,G,O,,MAIN - Vol 1,1356,,
67860,History of Dharma Sastra  Vol IV,P V Kane,,,A5,R1,G,O,,MAIN - Vol 1,1357,,
67861,History of Dharma Sastra  Vol V  Part I,P V Kane,,,A5,R1,G,O,,MAIN - Vol 1,1358,,
67862,History of Dharma Sastra  Vol V  Part II,P V Kane,,,A5,R1,G,O,,MAIN - Vol 1,1359,,
67878,Sankara And Madhva On Isavasya Upanishad,K B Archak,,,C6,R4,G,O,,MAIN - Vol 1,1360,,
68085,Brahma Sutra Sankara Bashya (Tamil),Jnananda Bharati,,,C6,R4,G,O,,MAIN - Vol 1,1361,,
68086,Gadyakarnamrta,Dr S S Janaki,,,G,R17,G,O,,MAIN - Vol 1,1362,,
68419,Srimad Bhagavatam II,Tapasyananda Swami,,,E,R9,G,O,,MAIN - Vol 1,1537,,
68702,Sri Krishnavilasam,Sukumara (Ed K Jayammal),,,F1,R5,G,O,,MAIN - Vol 1,1372,,
68759,Srimad Bhagavatam IV,Tapasyananda Swami,,,E,R9,G,O,,MAIN - Vol 1,1544,,
68805,Bharatiyar's Works In Sanskrit,Sriramadesikan S N,,,M,R18,G,O,,MAIN - Vol 1,1373,,
68809,Ista Siddhi,Vimuktatman,,,C6,R4,D,O,,MAIN - Vol 1,1374,,
68811,Ista Siddhi Translation,P K Sundaram,,,C6,R4,G,O,,MAIN - Vol 1,1375,,
68813,Advaita Metaphysics,P K Sundaram,,,C6,R4,NA,M,,MAIN - Vol 1,1376,,
68862,Ramakrishna Sadham Parikrama,Manoranjan Basu,,,N,R19,G,O,,MAIN - Vol 1,1377,,
68966,Pun In Sanskrit Literature - A New Approach,G K Hegde,,,J1,R12,NA,M,,MAIN - Vol 1,1378,,
69135,Kalidasa,Dakshinamurthy,,,M1,R19,G,O,,MAIN - Vol 1,1380,,
69136,Encyclopedia of Indian Philosophy (Nyaya) Vol II,Karl H Potter,,,R,"R6, R16",G,O,,MAIN - Vol 1,1381,,
69137,Encyclopedia of Indian Philosophy (Advaita) Vol II,Karl H Potter,,,R,"R6, R16",G,O,,MAIN - Vol 1,1382,,
69138,A Sanskrit Grammar,"Macdonell, A A",,,O,R16,NA,M,,MAIN - Vol 1,1383,,
69139,Sahitya Darpana,Viswanatha,,,J,"R11, R12",D,O,,MAIN - Vol 1,1384,,
69140,Vaiyakarana Siddhanta Kaumudi Part I,Bhattoji Dikshit,,,B6,R3,G,O,,MAIN - Vol 1,1385,,
69327,Panini,George Cardona,,,B7,R3,G,O,,MAIN - Vol 1,1386,,
69328,Bhatti Kavya,M A Karandikar,,,F1,R5,G,O,,MAIN - Vol 1,1387,,
69329,Dates And Dynasties In Earliest India,R Morton Smith,,,M,R18,G,O,,MAIN - Vol 1,1388,,
70117,Harshacarita Sangraha,,,,G,R17,NA,M,,MAIN - Vol 2,2616,,
70279,Age of Bharata War,G C Agarwala,,,D4,R9,G,O,,MAIN - Vol 1,1408,,
70280,History of Indian Logic,S C Vidyabhusana,,,C2,R2,NA,M,,MAIN - Vol 1,1409,,
70281,Tatva Cintamani,G Upadhyaya,,,C2,R2,G,O,,MAIN - Vol 1,1410,,
70282,History of Early Vedanta Philosophy Part I,Nakamura H,,,C6,R4,G,O,,MAIN - Vol 1,1411,,
70283,Meghadutam,M.R. Kale,,,F2,R5,D,O,,MAIN - Vol 1,1412,,
70284,The Drama of Prince Arjuna,S.M. Imam,,,I,R10,G,O,,MAIN - Vol 1,1413,,
70285,Two Play of Ancient India,J A B Van Buitenen,,,I,R10,G,O,,MAIN - Vol 1,1414,,
70286,Some Problems of Indian Literature,Muniternitz,,,J,"R11, R12",G,O,,MAIN - Vol 1,1415,,
70287,Kalidasa And Shakespeare,M. Mansinha,,,M,R18,G,O,,MAIN - Vol 1,1416,,
70288,An Introduction To Sankara's Theory of Knowledge,N.K. Devaraja,,,C6,R4,NA,M,,MAIN - Vol 1,1417,,
70289,Dasarupaka Paddhati,K. Rama,,,I1,R11,G,O,,MAIN - Vol 1,1418,,
70290,Invitation To Indian Philosophy,T.M.P. Mahadevan,,,C9,R2,NA,M,,MAIN - Vol 1,1419,,
70291,Kumarasambhava,M R Kale,,,F1,R5,G,O,,MAIN - Vol 1,1420,,
70292,Mudrarakshasa,M R Kale,,,I,R10,G,O,,MAIN - Vol 1,1421,,
70293,Mudrarakshasa,M R Kale,,,I,R10,G,O,,MAIN - Vol 1,1422,,
70294,Sanskrit Syntax And Grammar of The Case,B.S. Kumar,,,L,R18,G,O,,MAIN - Vol 1,1423,,
70295,History of Indian Literature Part II,M. Wintenity,,,K,R17,G,O,,MAIN - Vol 1,1424,,
70296,Pratimanataka,M R Kale,,,I,R10,NA,O,,MAIN - Vol 1,1425,,
70297,Pratimanataka,M R Kale,,,I,R10,NA,O,,MAIN - Vol 1,1426,,
70298,Harshacarita,E.B. Cowell,,,G,R17,G,O,,MAIN - Vol 1,1427,,
70299,Harshacarita,E.B. Cowell,,,G,R17,D,O,,MAIN - Vol 1,1428,,
70300,Sakuntala,M. Williams,,,I,R10,G,O,,MAIN - Vol 1,1429,,
70301,Poetic Light I,R. C. Dvivedi,,,J,"R11, R12",G,O,,MAIN - Vol 1,1430,,
70302,Poetic Light I Kavya Prakasha Mamata,R. C. Dvivedi,,,J,"R11, R12",G,O,,MAIN - Vol 1,1431,,
70303,Vedanta Sara,Sadananda,,,C6,R4,NA,M,,MAIN - Vol 1,1432,,
70304,Sahitya Darpana,S. Vimala,,,J,"R11, R12",G,O,,MAIN - Vol 1,1433,,
70305,Mahasveta Vrttanta,Pant,,,G,R17,D,O,,MAIN - Vol 1,1434,,
70306,Kavya Prakasha,Kaundinyagan,,,J,"R11, R12",G,O,,MAIN - Vol 1,1435,,
70307,Dhvanyaloka,R.S. Tripati,,,J,"R11, R12",NA,O,,MAIN - Vol 1,1436,,
70308,Pancatantra,M R Kale,,,S,R19,D,O,,MAIN - Vol 1,1407,,
70309,Dhvanyaloka,R.S. Tripati,,,J,"R11, R12",D,O,,MAIN - Vol 1,1437,,
70310,Dhvanyaloka,R.S. Tripati,,,J,"R11, R12",G,O,,MAIN - Vol 1,1438,,
70314,Harshacarita Sangraha,Krishnama Chariar R V,,,G,R17,NA,O,,MAIN - Vol 1,1390,,
70315,Harshacarita Sangraha,Krishnama Chariar R V,,,G,R17,G,O,,MAIN - Vol 1,1391,,
70316,Harshacarita Sangraha,Krishnama Chariar R V,,,G,R17,G,O,,MAIN - Vol 1,1392,,
70317,Harshacarita Sangraha,Krishnama Chariar R V,,,G,R17,G,O,,MAIN - Vol 1,1393,,
70318,English Translations And Notes On Harshcarita Sangraha,T K R Iyer,,,G,R17,G,O,,MAIN - Vol 1,1394,,
70319,English Translations And Notes On Harshcarita Sangraha,T K R Iyer,,,G,R17,G,O,,MAIN - Vol 1,1395,,
70320,English Translations And Notes On Harshcarita Sangraha,T K R Iyer,,,G,R17,G,O,,MAIN - Vol 1,1396,,
70321,English Translations And Notes On Harshcarita Sangraha,T K R Iyer,,,G,R17,G,O,,MAIN - Vol 1,1397,,
70322,English Translations And Notes On Harshcarita Sangraha,T K R Iyer,,,G,R17,G,O,,MAIN - Vol 1,1398,,
70323,English Translations And Notes On Harshcarita Sangraha,T K R Iyer,,,G,R17,NA,M,,MAIN - Vol 1,1399,,
70324,English Translations And Notes On Harshcarita Sangraha,T K R Iyer,,,G,R17,G,O,,MAIN - Vol 1,1400,,
70325,English Translations And Notes On Harshcarita Sangraha,T K R Iyer,,,G,R17,G,O,,MAIN - Vol 1,1401,,
70326,An English Translation - Harshacarita Sangraha,R P Rajan,,,G,R17,G,O,,MAIN - Vol 1,1402,,
70327,An English Translation - Harshacarita Sangraha,R P Rajan,,,G,R17,G,O,,MAIN - Vol 1,1403,,
70328,An English Translation - Harshacarita Sangraha,R P Rajan,,,G,R17,G,O,,MAIN - Vol 1,1404,,
70329,An English Translation - Harshacarita Sangraha,R P Rajan,,,G,R17,G,O,,MAIN - Vol 1,1405,,
70330,An English Translation - Harshacarita Sangraha,R P Rajan,,,G,R17,G,R,,MAIN - Vol 1,1406,,
70989,History of Ancient Sanskrit Literature,Maxmuller,,,K,R17,G,O,,MAIN - Vol 1,1439,,
70990,Subhadra Haranam,M.S. Menon,,,I,R10,G,O,,MAIN - Vol 1,1440,,
71234,Bibliography of Sanskrit Works On Astronomy And Mathematics,S. N. Sen,,,R,"R6, R16",G,O,,MAIN - Vol 1,1441,,
71235,Science And Technology In Medival India,A. Rahman,,,M,R18,G,O,,MAIN - Vol 1,1442,,
71236,Aryabhatiya,K.S. Sukla,,,C8,R2,G,O,,MAIN - Vol 1,1443,,
71237,Aryabhatiya,K V Sarma,,,C8,R2,G,O,,MAIN - Vol 1,1444,,
71238,Aryabhatiya,K.S. Sukla,,,C8,R2,G,O,,MAIN - Vol 1,1445,,
71239,Vinalakshanam,J.S. Pade M A (Ed),,,I1,R11,G,O,,MAIN - Vol 1,1446,,
71240,Nrtyadhyayah,Priyabalashah,,,I1,R11,G,O,,MAIN - Vol 1,1447,,
71241,Rasa Kaumudi A Work On Indian Music,A.N. Jani (Ed) Srikantha,,,I1,R11,G,O,,MAIN - Vol 1,1448,,
71242,Indian Painting,C. Sivaramamurti,,,I1,R11,G,O,,MAIN - Vol 1,1449,,
71243,Past And Prejudice,Romila Thapar,,,M,R18,NA,M,,MAIN - Vol 1,1450,,
71244,Nagarjuna,Satchidananda Murthi,,,M1,R19,G,O,,MAIN - Vol 1,1451,,
71245,Coins,Gupta P.L,,,M,R18,G,O,,MAIN - Vol 1,1452,,
71246,Panini Vyakaran Mein Prayojanak Pravidhiyam,R.N. Sarma,,,O,R16,G,O,,MAIN - Vol 1,1453,,
71247,Ramayana Tradition In Asia,V. Raghavan,,,D4,R9,G,O,,MAIN - Vol 1,1454,,
71248,Jayadeva,S.K. Chatterjee,,,M1,R19,G,O,,MAIN - Vol 1,1455,,
71249,Kalhana,Somnath Dar,,,M1,R19,G,O,,MAIN - Vol 1,1456,,
71250,Banabhatta,K.Krishnamurthy,,,M1,R19,G,O,,MAIN - Vol 1,1457,,
71251,Bhavabhuti,G.K Bhat,,,M1,R19,G,O,,MAIN - Vol 1,1458,,
71252,India Vaniga Nerigal Translation By M Subramaniam,Motichandra,,,M,R18,G,O,,MAIN - Vol 1,1459,,
71253,Glossary of Indian Medicinal Plants,P.N. Chopra S L Nayar I C Chopra,,,R,"R6, R16",G,O,,MAIN - Vol 1,1460,,
71254,Supplement to Glossary of Indian Medicinal Plants,P.N. Chopra S L Nayar I C Chopra,,,R,"R6, R16",G,O,,MAIN - Vol 1,1461,,
71255,India- Art And Architecture In Ancient And Medival Periods,Publication Division Ed P N Chopra,,,M,R18,G,O,,MAIN - Vol 1,1462,,
71256,5000 Years of Indian Architecture,Publication Division Min Of IT&B,,,M,R18,G,O,,MAIN - Vol 1,1463,,
71257,Looking Again At Indian Art,Publication Division,,,M,R18,G,O,,MAIN - Vol 1,1464,,
71258,Aryabhata,Publication Division,,,M1,R19,G,O,,MAIN - Vol 1,1465,,
71259,Indian Early History,Publication Division,,,K,R17,G,O,,MAIN - Vol 1,1466,,
71260,Outline History of Indian People,Publication Division,,,K,R17,G,O,,MAIN - Vol 1,1467,,
71261,Outline History of Indian People,Publication Division,,,K,R17,G,O,,MAIN - Vol 1,1468,,
71262,India Society- Religion And Literature In Ancient And Medieval Periods,Publication Division Min Of IT&B,,,M,R18,G,O,,MAIN - Vol 1,1469,,
71263,India Government And Economic Life In Ancient And Medieval Periods,Publication Division,,,M,R18,G,O,,MAIN - Vol 1,1470,,
71264,Great Integrators - The Saint Singers of India,V Rghavan (Publication Division),,,M,R18,G,O,,MAIN - Vol 1,1471,,
71265,Temples of India,Publication Division Min Of IT&B,,,M,R18,G,O,,MAIN - Vol 1,1472,,
71266,India's Craft Tradition,Kamaladevi Chattopadhyay Publication Division,,,M,R18,G,O,,MAIN - Vol 1,1473,,
71267,Valmiki of Vyasa Cutural Leaders of India,V Raghavan (Publication Division Min Of IT&B),,,D4,R9,G,O,,MAIN - Vol 1,1474,,
71268,Social Philosophers,V Raghavan  Publication Division,,,M,R18,G,O,,MAIN - Vol 1,1475,,
71269,"Poets, Dramatists And Story Tellers",Publication Division,,,M,R18,G,O,,MAIN - Vol 1,1476,,
71270,"Ramayanam, Mahabharata And Bhagavata Writers",Raghavan (Ed)Publication Division,,,M,R18,G,O,,MAIN - Vol 1,1477,,
71271,Devotional Poets And Mystics Part II,"Surdar,Narasimh Mehta & Others Publication Division",,,M1,R19,G,O,,MAIN - Vol 1,1478,,
71272,Scientists,Publication Division,,,M,R18,G,O,,MAIN - Vol 1,1479,,
71273,Composers,V Raghavan Publication Division,,,M,R18,G,O,,MAIN - Vol 1,1480,,
71274,Founders of Philosophy,Publication Division,,,C9,R2,NA,O,,MAIN - Vol 1,1481,,
71275,Indian Drama,Publication Division,,,I1,R11,G,O,,MAIN - Vol 1,1482,,
71287,Sri Madhva Vijayam,Narayana,,,F1,R5,D,O,,MAIN - Vol 1,1483,,
72576,Jaiminiya Nyayamala,Madhvacarya,,,C5,R2,G,O,,MAIN - Vol 1,1507,,
72577,Sama Vediya Uttararcikah Padapatashca,M Ramanatha Dikshita,,,A3,R1,G,O,,MAIN - Vol 1,1508,,
72578,Srauta Sutra,Drahyayana,,,A5,R1,G,O,,MAIN - Vol 1,1509,,
72579,Kavyalankara Sutrani,Vamana,,,J,"R11, R12",NA,M,,MAIN - Vol 1,1484,,
72580,Kavyalankara Sutrani,Vamana,,,J,"R11, R12",G,O,,MAIN - Vol 1,1485,,
72581,Kavyalankara Sutrani,Vamana,,,J,"R11, R12",G,O,,MAIN - Vol 1,1486,,
72582,Pancatantra - Mitrasamprapti,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1487,,
72583,Pancatantra - Mitrasamprapti,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1488,,
72584,Pancatantra - Mitrasamprapti,Vishnu Sharma,,,S,R19,NA,M,,MAIN - Vol 1,1489,,
72585,Pancatantra - Mitrasamprapti,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1490,,
72586,Pancatantra - Mitrasamprapti,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1491,,
72587,Pancatantra - Mitrasamprapti,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1492,,
72588,Pancatantra - Mitrasamprapti,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1493,,
72589,Pancatantra - Mitrasamprapti,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1494,,
72590,Pancatantra - Mitrasamprapti,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1495,,
72591,Pancatantra - Mitrasamprapti,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1496,,
72592,Pancatantra - Kakolukiyam,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1497,,
72593,Pancatantra - Kakolukiyam,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1498,,
72594,Pancatantra - Kakolukiyam,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1499,,
72595,Pancatantra - Kakolukiyam,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1500,,
72596,Pancatantra - Labdhapranasa,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1501,,
72597,Pancatantra - Labdhapranasa,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1502,,
72598,Pancatantra - Labdhapranasa,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1503,,
72599,Pancatantra - Labdhapranasa,Vishnu Sharma,,,S,R19,G,O,,MAIN - Vol 1,1504,,
72600,Kaushika Sutra,,,,A5,R1,G,O,,MAIN - Vol 1,1510,,
72601,Hitopadesha,Narayana,,,S,R19,G,O,,MAIN - Vol 1,1511,,
72717,Nighantu & Nirukta,Lakshman Sarup,,,B5,R3,G,O,,MAIN - Vol 1,1512,,
72718,Maya In Sankara - Measuring The Immeasurable,O'Neil L T,,,C9,R2,G,O,,MAIN - Vol 1,1513,,
72719,Classical Sankhya,Larsen J,,,C3,R2,NA,M,,MAIN - Vol 1,1514,,
72720,Ever Expanding Quest of Life And Knowledge,Das Gupta S,,,M,R18,G,O,,MAIN - Vol 1,1515,,
72721,Raghu Kosa,Raghunath Datta,,,R,"R6, R16",G,O,,MAIN - Vol 1,1516,,
72722,Buddhism And Science,Kirti Singha B P,,,M,R18,G,O,,MAIN - Vol 1,1517,,
72723,Problems of Universal In Indian Philosophy,R R Dravid,,,C9,R2,NA,O,,MAIN - Vol 1,1518,,
72724,Citrakavya Kautukam,Ramrup Pathak,,,J,"R11, R12",G,O,,MAIN - Vol 1,1519,,
72725,Rajasudha,K K Raja,,,P,R-13-E,G,O,,MAIN,,,
72726,Waves From The Chandogya,A V Subramanian,,,C6,R4,G,R,,MAIN - Vol 1,1521,,
72727,N C Catalogorum IX,K K Raja,,,R,"R6, R16",G,O,,MAIN - Vol 1,1522,,
72728,N C Catalogorum IX,K K Raja,,,R,"R6, R16",G,O,,MAIN - Vol 1,1523,,
72729,N C Catalogorum IX,K K Raja,,,R,"R6, R16",G,O,,MAIN - Vol 1,1524,,
72730,Lectures On Mahabhasya I,P S S Sastry,,,B6,R3,G,O,,MAIN - Vol 1,1525,,
72731,Lectures On Mahabhasya I,P S S Sastry,,,B6,R3,NA,M,,MAIN - Vol 1,1526,,
72732,Lectures On Mahabhasya I,P S S Sastry,,,B6,R3,G,O,,MAIN - Vol 1,1527,,
72733,Lectures On Mahabhasya I,P S S Sastry,,,B6,R3,G,O,,MAIN - Vol 1,1528,,
72734,Tonivilakku,P S S Sastry,,,J,"R11, R12",D,O,,MAIN - Vol 1,1529,,
72735,Tonivilakku,P S S Sastry,,,J,"R11, R12",G,O,,MAIN - Vol 1,1530,,
72736,Kumarasambhavam,V S Venkataraghavacari,,,F1,R5,D,O,,MAIN - Vol 1,1531,,
72737,Raghuvamsham,V S Venkataraghavacari,,,F1,R5,D,O,,MAIN - Vol 1,1532,,
